
 ** midas Gen Time-history Output Data ** 
_____________________________________________


 NODE ,     1  Displacement History       UNIT SYSTEM ..: m, kN, sec
----------------------------------- 

  TIME        DX           DY           DZ           RX           RY           RZ 
-------  -----------  -----------  -----------  -----------  -----------  ----------- 
  0.010    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.020    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.030    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.040    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.050    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.060    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.070    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.080    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.090    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.100    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.110    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.120    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.130    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.140    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.150    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.160    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.170    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.180    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.190    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.200    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.210    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.220    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.230    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.240    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.250    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.260    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.270    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.280    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.290    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.300    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.310    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.320    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.330    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.340    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.350    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.360    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.370    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.380    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.390    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.400    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.410    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.420    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.430    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.440    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.450    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.460    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.470    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.480    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.490    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.500    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.510    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.520    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.530    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.540    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.550    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.560    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.570    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.580    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.590    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.600    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.610    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.620    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.630    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.640    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.650    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.660    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.670    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.680    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.690    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.700    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.710    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.720    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.730    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.740    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.750    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.760    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.770    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.780    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.790    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.800    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.810    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.820    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.830    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.840    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.850    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.860    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.870    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.880    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.890    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.900    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.910    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.920    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.930    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.940    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.950    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.960    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.970    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.980    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  0.990    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.000    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.010    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.020    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.030    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.040    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.050    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.060    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.070    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.080    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.090    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.100    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.110    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.120    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.130    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.140    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.150    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.160    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.170    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.180    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.190    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.200    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.210    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.220    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.230    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.240    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.250    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.260    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.270    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.280    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.290    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.300    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.310    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.320    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.330    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.340    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.350    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.360    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.370    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.380    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.390    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.400    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.410    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.420    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.430    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.440    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.450    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.460    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.470    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.480    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.490    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.500    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.510    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.520    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.530    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.540    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.550    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.560    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.570    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.580    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.590    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.600    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.610    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.620    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.630    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.640    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.650    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.660    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.670    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.680    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.690    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.700    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.710    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.720    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.730    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.740    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.750    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.760    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.770    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.780    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.790    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.800    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.810    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.820    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.830    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.840    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.850    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.860    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.870    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.880    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.890    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.900    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.910    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.920    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.930    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.940    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.950    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.960    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.970    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.980    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  1.990    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.000    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.010    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.020    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.030    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.040    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.050    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.060    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.070    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.080    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.090    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.100    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.110    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.120    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.130    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.140    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.150    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.160    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.170    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.180    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.190    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.200    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.210    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.220    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.230    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.240    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.250    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.260    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.270    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.280    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.290    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.300    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.310    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.320    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.330    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.340    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.350    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.360    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.370    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.380    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.390    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.400    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.410    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.420    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.430    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.440    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.450    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.460    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.470    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.480    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.490    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.500    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.510    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.520    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.530    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.540    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.550    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.560    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.570    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.580    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.590    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.600    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.610    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.620    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.630    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.640    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.650    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.660    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.670    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.680    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.690    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.700    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.710    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.720    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.730    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.740    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.750    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.760    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.770    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.780    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.790    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.800    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.810    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.820    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.830    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.840    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.850    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.860    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.870    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.880    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.890    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.900    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.910    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.920    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.930    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.940    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
  2.950    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00    0.000e+00
